lx,ly,lz,alpha,beta,gamma,freeE,MaxComp,phase,ksi,tau,cal_type,bridge
1.0,2.076041,1.876041,0.0,0.0,0.0,11.68895163,1.422858935e-09,C4,0.46,0.13,cpu,0
1.0,2.101041,1.876041,0.0,0.0,0.0,11.68796678,8.143279901e-10,C4,0.46,0.13,cpu,0
1.0,2.126041,1.876041,0.0,0.0,0.0,11.68720428,9.084084634e-10,C4,0.46,0.13,cpu,0
1.0,2.151041,1.876041,0.0,0.0,0.0,11.68666499,1.018865716e-09,C4,0.46,0.13,cpu,0
1.0,2.176041,1.876041,0.0,0.0,0.0,11.68634945,1.114483334e-09,C4,0.46,0.13,cpu,0
1.0,2.201041,1.876041,0.0,0.0,0.0,11.68625782,8.45006651e-10,C4,0.46,0.13,cpu,0
1.0,2.226041,1.876041,0.0,0.0,0.0,11.68638981,1.556089485e-09,C4,0.46,0.13,cpu,0
1.0,2.251041,1.876041,0.0,0.0,0.0,11.68674465,8.721949049e-10,C4,0.46,0.13,cpu,0
1.0,2.276041,1.876041,0.0,0.0,0.0,11.68732106,1.615087944e-09,C4,0.46,0.13,cpu,0
1.0,2.301041,1.876041,0.0,0.0,0.0,11.68811722,1.737061683e-09,C4,0.46,0.13,cpu,0
1.0,2.326041,1.876041,0.0,0.0,0.0,11.68913078,2.091239183e-09,C4,0.46,0.13,cpu,0
1.0,2.351041,1.876041,0.0,0.0,0.0,11.69035877,1.904378136e-09,C4,0.46,0.13,cpu,0
1.0,1.751041,1.901041,0.0,0.0,0.0,11.71753407,1.752400106e-09,C4,0.46,0.13,cpu,0
1.0,1.776041,1.901041,0.0,0.0,0.0,11.71398801,1.170297707e-09,C4,0.46,0.13,cpu,0
1.0,1.801041,1.901041,0.0,0.0,0.0,11.71066156,1.496739294e-09,C4,0.46,0.13,cpu,0
1.0,1.826041,1.901041,0.0,0.0,0.0,11.70755056,6.081190488e-10,C4,0.46,0.13,cpu,0
1.0,1.851041,1.901041,0.0,0.0,0.0,11.7046519,9.029383134e-10,C4,0.46,0.13,cpu,0
1.0,1.876041,1.901041,0.0,0.0,0.0,11.70196348,1.039005285e-09,C4,0.46,0.13,cpu,0
1.0,1.901041,1.901041,0.0,0.0,0.0,11.69948405,1.376419223e-09,C4,0.46,0.13,cpu,0
1.0,1.926041,1.901041,0.0,0.0,0.0,11.69721308,8.550848382e-10,C4,0.46,0.13,cpu,0
1.0,1.951041,1.901041,0.0,0.0,0.0,11.69515064,1.643425769e-09,C4,0.46,0.13,cpu,0
1.0,1.976041,1.901041,0.0,0.0,0.0,11.69329727,9.556428387e-10,C4,0.46,0.13,cpu,0
1.0,2.001041,1.901041,0.0,0.0,0.0,11.69165388,1.157801555e-09,C4,0.46,0.13,cpu,0
1.0,2.026041,1.901041,0.0,0.0,0.0,11.6902216,1.382530317e-09,C4,0.46,0.13,cpu,0
1.0,2.051041,1.901041,0.0,0.0,0.0,11.68900167,1.059839464e-09,C4,0.46,0.13,cpu,0
1.0,2.076041,1.901041,0.0,0.0,0.0,11.68799537,1.855726065e-09,C4,0.46,0.13,cpu,0
1.0,2.101041,1.901041,0.0,0.0,0.0,11.68720389,1.099127226e-09,C4,0.46,0.13,cpu,0
1.0,2.126041,1.901041,0.0,0.0,0.0,11.68662826,1.167694228e-09,C4,0.46,0.13,cpu,0
1.0,2.151041,1.901041,0.0,0.0,0.0,11.68626924,1.285899512e-09,C4,0.46,0.13,cpu,0
1.0,2.176041,1.901041,0.0,0.0,0.0,11.6861273,1.002291299e-09,C4,0.46,0.13,cpu,0
1.0,2.201041,1.901041,0.0,0.0,0.0,11.68620254,5.438034219e-10,C4,0.46,0.13,cpu,0
1.0,2.226041,1.901041,0.0,0.0,0.0,11.68649462,8.69334716e-10,C4,0.46,0.13,cpu,0
1.0,2.251041,1.901041,0.0,0.0,0.0,11.68700272,1.135510104e-09,C4,0.46,0.13,cpu,0
1.0,2.276041,1.901041,0.0,0.0,0.0,11.68772556,2.193064559e-09,C4,0.46,0.13,cpu,0
1.0,2.301041,1.901041,0.0,0.0,0.0,11.68866127,2.017930105e-09,C4,0.46,0.13,cpu,0
1.0,2.326041,1.901041,0.0,0.0,0.0,11.68980749,1.218744284e-09,C4,0.46,0.13,cpu,0
1.0,2.351041,1.901041,0.0,0.0,0.0,11.69116124,1.367213756e-09,C4,0.46,0.13,cpu,0
1.0,1.751041,1.926041,0.0,0.0,0.0,11.71379729,3.199113175e-09,C4,0.46,0.13,cpu,0
1.0,1.776041,1.926041,0.0,0.0,0.0,11.710504,5.859655402e-10,C4,0.46,0.13,cpu,0
1.0,1.801041,1.926041,0.0,0.0,0.0,11.70742756,9.056562904e-10,C4,0.46,0.13,cpu,0
1.0,1.826041,1.926041,0.0,0.0,0.0,11.70456331,1.417594218e-09,C4,0.46,0.13,cpu,0
1.0,1.851041,1.926041,0.0,0.0,0.0,11.70190768,5.814872895e-10,C4,0.46,0.13,cpu,0
1.0,1.876041,1.926041,0.0,0.0,0.0,11.69945815,9.893311335e-10,C4,0.46,0.13,cpu,0
1.0,1.901041,1.926041,0.0,0.0,0.0,11.69721308,2.507893088e-09,C4,0.46,0.13,cpu,0
1.0,1.926041,1.926041,0.0,0.0,0.0,11.6951716,1.24728451e-09,C4,0.46,0.13,cpu,0
1.0,1.951041,1.926041,0.0,0.0,0.0,11.69333347,1.019857207e-09,C4,0.46,0.13,cpu,0
1.0,1.976041,1.926041,0.0,0.0,0.0,11.69169897,1.092831629e-09,C4,0.46,0.13,cpu,0
1.0,2.001041,1.926041,0.0,0.0,0.0,11.69026875,1.597323484e-09,C4,0.46,0.13,cpu,0
1.0,2.026041,1.926041,0.0,0.0,0.0,11.68904374,9.669312592e-10,C4,0.46,0.13,cpu,0
1.0,2.051041,1.926041,0.0,0.0,0.0,11.688025,1.367394395e-09,C4,0.46,0.13,cpu,0
1.0,2.076041,1.926041,0.0,0.0,0.0,11.68721365,9.125939247e-10,C4,0.46,0.13,cpu,0
1.0,2.101041,1.926041,0.0,0.0,0.0,11.68661076,6.549456979e-10,C4,0.46,0.13,cpu,0
1.0,2.126041,1.926041,0.0,0.0,0.0,11.68621722,9.649993248e-10,C4,0.46,0.13,cpu,0
1.0,2.151041,1.926041,0.0,0.0,0.0,11.68603374,1.386708621e-09,C4,0.46,0.13,cpu,0
1.0,2.176041,1.926041,0.0,0.0,0.0,11.68606069,1.058855291e-09,C4,0.46,0.13,cpu,0
1.0,2.201041,1.926041,0.0,0.0,0.0,11.68629812,8.201661129e-10,C4,0.46,0.13,cpu,0
1.0,2.226041,1.926041,0.0,0.0,0.0,11.68674562,1.350627327e-09,C4,0.46,0.13,cpu,0
1.0,2.251041,1.926041,0.0,0.0,0.0,11.68740237,2.117536393e-09,C4,0.46,0.13,cpu,0
1.0,2.276041,1.926041,0.0,0.0,0.0,11.68826703,1.389725041e-09,C4,0.46,0.13,cpu,0
1.0,2.301041,1.926041,0.0,0.0,0.0,11.68933773,1.024192253e-09,C4,0.46,0.13,cpu,0
1.0,2.326041,1.926041,0.0,0.0,0.0,11.69061206,1.546668727e-09,C4,0.46,0.13,cpu,0
1.0,2.351041,1.926041,0.0,0.0,0.0,11.69208707,1.688788532e-09,C4,0.46,0.13,cpu,0
1.0,1.451041,1.951041,0.0,0.0,0.0,11.7673057,1.0750645e-09,C4,0.46,0.13,cpu,0
1.0,1.551041,1.951041,0.0,0.0,0.0,11.743442,1.2267927e-09,C4,0.46,0.13,cpu,0
1.0,1.651041,1.951041,0.0,0.0,0.0,11.72477235,6.960007715e-10,C4,0.46,0.13,cpu,0
1.0,1.751041,1.951041,0.0,0.0,0.0,11.71029985,1.749671532e-09,C4,0.46,0.13,cpu,0
1.0,1.776041,1.951041,0.0,0.0,0.0,11.70725427,9.06907828e-10,C4,0.46,0.13,cpu,0
1.0,1.801041,1.951041,0.0,0.0,0.0,11.70442274,7.270552628e-10,C4,0.46,0.13,cpu,0
1.0,1.826041,1.951041,0.0,0.0,0.0,11.7018001,1.537925112e-09,C4,0.46,0.13,cpu,0
1.0,1.851041,1.951041,0.0,0.0,0.0,11.69938234,8.917466647e-10,C4,0.46,0.13,cpu,0
1.0,1.876041,1.951041,0.0,0.0,0.0,11.69716652,1.404144755e-09,C4,0.46,0.13,cpu,0
1.0,1.901041,1.951041,0.0,0.0,0.0,11.69515064,1.276858227e-09,C4,0.46,0.13,cpu,0
1.0,1.926041,1.951041,0.0,0.0,0.0,11.69333347,8.350719271e-10,C4,0.46,0.13,cpu,0
1.0,1.951041,1.951041,0.0,0.0,0.0,11.69171449,1.174911334e-09,C4,0.46,0.13,cpu,0
1.0,1.976041,1.951041,0.0,0.0,0.0,11.69029369,1.612747085e-09,C4,0.46,0.13,cpu,0
1.0,2.001041,1.951041,0.0,0.0,0.0,11.6890715,8.873957131e-10,C4,0.46,0.13,cpu,0
1.0,2.026041,1.951041,0.0,0.0,0.0,11.68804863,1.203741311e-09,C4,0.46,0.13,cpu,0
1.0,2.051041,1.951041,0.0,0.0,0.0,11.68722598,1.015740271e-09,C4,0.46,0.13,cpu,0
1.0,2.076041,1.951041,0.0,0.0,0.0,11.68660452,1.376073429e-09,C4,0.46,0.13,cpu,0
1.0,2.101041,1.951041,0.0,0.0,0.0,11.68618516,2.288716998e-09,C4,0.46,0.13,cpu,0
1.0,2.126041,1.951041,0.0,0.0,0.0,11.68596871,2.246923129e-09,C4,0.46,0.13,cpu,0
1.0,2.151041,1.951041,0.0,0.0,0.0,11.68595578,8.953241384e-10,C4,0.46,0.13,cpu,0
1.0,2.176041,1.951041,0.0,0.0,0.0,11.68614668,9.540304793e-10,C4,0.46,0.13,cpu,0
1.0,2.201041,1.951041,0.0,0.0,0.0,11.68654138,7.302761477e-10,C4,0.46,0.13,cpu,0
1.0,2.226041,1.951041,0.0,0.0,0.0,11.68713944,1.186084086e-09,C4,0.46,0.13,cpu,0
1.0,2.251041,1.951041,0.0,0.0,0.0,11.68794,1.738461025e-09,C4,0.46,0.13,cpu,0
1.0,2.276041,1.951041,0.0,0.0,0.0,11.68894168,1.308613255e-09,C4,0.46,0.13,cpu,0
1.0,2.301041,1.951041,0.0,0.0,0.0,11.69014261,1.623615693e-09,C4,0.46,0.13,cpu,0
1.0,2.326041,1.951041,0.0,0.0,0.0,11.69154036,1.432656174e-09,C4,0.46,0.13,cpu,0
1.0,2.351041,1.951041,0.0,0.0,0.0,11.69313196,1.556523093e-09,C4,0.46,0.13,cpu,0
1.0,2.451041,1.951041,0.0,0.0,0.0,11.70135747,7.775601552e-10,C4,0.46,0.13,cpu,0
1.0,2.551041,1.951041,0.0,0.0,0.0,11.71229994,6.835003571e-10,C4,0.46,0.13,cpu,0
1.0,2.651041,1.951041,0.0,0.0,0.0,11.72550794,5.495550629e-10,C4,0.46,0.13,cpu,0
1.0,1.751041,1.976041,0.0,0.0,0.0,11.70704403,1.018460251e-09,C4,0.46,0.13,cpu,0
1.0,1.776041,1.976041,0.0,0.0,0.0,11.70424081,1.024825671e-09,C4,0.46,0.13,cpu,0
1.0,1.801041,1.976041,0.0,0.0,0.0,11.70164878,1.110806603e-09,C4,0.46,0.13,cpu,0
1.0,1.826041,1.976041,0.0,0.0,0.0,11.69926232,9.301580599e-10,C4,0.46,0.13,cpu,0
1.0,1.851041,1.976041,0.0,0.0,0.0,11.69707699,1.115349669e-09,C4,0.46,0.13,cpu,0
1.0,1.876041,1.976041,0.0,0.0,0.0,11.69508943,1.723623487e-09,C4,0.46,0.13,cpu,0
1.0,1.901041,1.976041,0.0,0.0,0.0,11.69329727,1.585733755e-09,C4,0.46,0.13,cpu,0
1.0,1.926041,1.976041,0.0,0.0,0.0,11.69169897,1.073918416e-09,C4,0.46,0.13,cpu,0
1.0,1.951041,1.976041,0.0,0.0,0.0,11.69029369,2.133701347e-09,C4,0.46,0.13,cpu,0
1.0,1.976041,1.976041,0.0,0.0,0.0,11.68908117,1.207214019e-09,C4,0.46,0.13,cpu,0
1.0,2.001041,1.976041,0.0,0.0,0.0,11.68806161,2.288690685e-09,C4,0.46,0.13,cpu,0
1.0,2.026041,1.976041,0.0,0.0,0.0,11.68723552,2.588934756e-09,C4,0.46,0.13,cpu,0
1.0,2.051041,1.976041,0.0,0.0,0.0,11.68660362,1.599285577e-09,C4,0.46,0.13,cpu,0
1.0,2.076041,1.976041,0.0,0.0,0.0,11.68616671,1.879043961e-09,C4,0.46,0.13,cpu,0
1.0,2.101041,1.976041,0.0,0.0,0.0,11.68592562,1.500964824e-09,C4,0.46,0.13,cpu,0
1.0,2.126041,1.976041,0.0,0.0,0.0,11.68588103,9.082635639e-10,C4,0.46,0.13,cpu,0
1.0,2.151041,1.976041,0.0,0.0,0.0,11.68603345,7.780721302e-10,C4,0.46,0.13,cpu,0
1.0,2.176041,1.976041,0.0,0.0,0.0,11.68638314,1.6283107e-09,C4,0.46,0.13,cpu,0
1.0,2.201041,1.976041,0.0,0.0,0.0,11.68693,2.681967475e-09,C4,0.46,0.13,cpu,0
1.0,2.226041,1.976041,0.0,0.0,0.0,11.68767356,2.351493547e-09,C4,0.46,0.13,cpu,0
1.0,2.251041,1.976041,0.0,0.0,0.0,11.68861291,1.333268083e-09,C4,0.46,0.13,cpu,0
1.0,2.276041,1.976041,0.0,0.0,0.0,11.68974666,7.727285266e-10,C4,0.46,0.13,cpu,0
1.0,2.301041,1.976041,0.0,0.0,0.0,11.6910729,1.248211242e-09,C4,0.46,0.13,cpu,0
1.0,2.326041,1.976041,0.0,0.0,0.0,11.6925892,9.254795138e-10,C4,0.46,0.13,cpu,0
1.0,2.351041,1.976041,0.0,0.0,0.0,11.69429259,8.580423703e-10,C4,0.46,0.13,cpu,0
1.0,1.751041,2.001041,0.0,0.0,0.0,11.70403226,8.387502638e-10,C4,0.46,0.13,cpu,0
1.0,1.776041,2.001041,0.0,0.0,0.0,11.70146576,1.208264126e-09,C4,0.46,0.13,cpu,0
1.0,1.801041,2.001041,0.0,0.0,0.0,11.69910759,9.011507912e-10,C4,0.46,0.13,cpu,0
1.0,1.826041,2.001041,0.0,0.0,0.0,11.69695163,1.223574076e-09,C4,0.46,0.13,cpu,0
1.0,1.851041,2.001041,0.0,0.0,0.0,11.69499302,5.917129028e-10,C4,0.46,0.13,cpu,0
1.0,1.876041,2.001041,0.0,0.0,0.0,11.69322802,1.508016484e-09,C4,0.46,0.13,cpu,0
1.0,1.901041,2.001041,0.0,0.0,0.0,11.69165388,7.672394038e-10,C4,0.46,0.13,cpu,0
1.0,1.926041,2.001041,0.0,0.0,0.0,11.69026875,1.205124082e-09,C4,0.46,0.13,cpu,0
1.0,1.951041,2.001041,0.0,0.0,0.0,11.6890715,1.080430097e-09,C4,0.46,0.13,cpu,0
1.0,1.976041,2.001041,0.0,0.0,0.0,11.68806161,1.98447747e-09,C4,0.46,0.13,cpu,0
1.0,2.001041,2.001041,0.0,0.0,0.0,11.68723905,1.706321435e-09,C4,0.46,0.13,cpu,0
1.0,2.026041,2.001041,0.0,0.0,0.0,11.68660414,9.597878395e-10,C4,0.46,0.13,cpu,0
1.0,2.051041,2.001041,0.0,0.0,0.0,11.68615742,9.574549405e-10,C4,0.46,0.13,cpu,0
1.0,2.076041,2.001041,0.0,0.0,0.0,11.68589957,9.760011186e-10,C4,0.46,0.13,cpu,0
1.0,2.101041,2.001041,0.0,0.0,0.0,11.68583125,1.86744673e-09,C4,0.46,0.13,cpu,0
1.0,2.126041,2.001041,0.0,0.0,0.0,11.68595308,1.800056705e-09,C4,0.46,0.13,cpu,0
1.0,2.151041,2.001041,0.0,0.0,0.0,11.68626548,1.946390557e-09,C4,0.46,0.13,cpu,0
1.0,2.176041,2.001041,0.0,0.0,0.0,11.68676862,1.03174578e-09,C4,0.46,0.13,cpu,0
1.0,2.201041,2.001041,0.0,0.0,0.0,11.68746237,7.780384894e-10,C4,0.46,0.13,cpu,0
1.0,2.226041,2.001041,0.0,0.0,0.0,11.6883462,1.394551927e-09,C4,0.46,0.13,cpu,0
1.0,2.251041,2.001041,0.0,0.0,0.0,11.68941918,1.698732306e-09,C4,0.46,0.13,cpu,0
1.0,2.276041,2.001041,0.0,0.0,0.0,11.69067988,1.26964217e-09,C4,0.46,0.13,cpu,0
1.0,2.301041,2.001041,0.0,0.0,0.0,11.69212639,9.6338031e-10,C4,0.46,0.13,cpu,0
1.0,2.326041,2.001041,0.0,0.0,0.0,11.69375627,1.485638514e-09,C4,0.46,0.13,cpu,0
1.0,2.351041,2.001041,0.0,0.0,0.0,11.69556652,8.593130109e-10,C4,0.46,0.13,cpu,0
1.0,1.751041,2.026041,0.0,0.0,0.0,11.70126699,7.441443793e-10,C4,0.46,0.13,cpu,0
1.0,1.776041,2.026041,0.0,0.0,0.0,11.69893137,1.490384553e-09,C4,0.46,0.13,cpu,0
1.0,1.801041,2.026041,0.0,0.0,0.0,11.69680116,8.633607925e-10,C4,0.46,0.13,cpu,0
1.0,1.826041,2.026041,0.0,0.0,0.0,11.69486979,1.233148838e-09,C4,0.46,0.13,cpu,0
1.0,1.851041,2.026041,0.0,0.0,0.0,11.69313199,1.564604719e-09,C4,0.46,0.13,cpu,0
1.0,1.876041,2.026041,0.0,0.0,0.0,11.69158362,1.673258439e-09,C4,0.46,0.13,cpu,0
1.0,1.901041,2.026041,0.0,0.0,0.0,11.6902216,9.901206319e-10,C4,0.46,0.13,cpu,0
1.0,1.926041,2.026041,0.0,0.0,0.0,11.68904374,1.275134936e-09,C4,0.46,0.13,cpu,0
1.0,1.951041,2.026041,0.0,0.0,0.0,11.68804863,6.305884889e-10,C4,0.46,0.13,cpu,0
1.0,1.976041,2.026041,0.0,0.0,0.0,11.68723552,1.223708598e-09,C4,0.46,0.13,cpu,0
1.0,2.001041,2.026041,0.0,0.0,0.0,11.68660414,9.270447069e-10,C4,0.46,0.13,cpu,0
1.0,2.026041,2.026041,0.0,0.0,0.0,11.68615462,1.380505836e-09,C4,0.46,0.13,cpu,0
1.0,2.051041,2.026041,0.0,0.0,0.0,11.68588734,1.420022096e-09,C4,0.46,0.13,cpu,0
1.0,2.076041,2.026041,0.0,0.0,0.0,11.68580283,2.250563172e-09,C4,0.46,0.13,cpu,0
1.0,2.101041,2.026041,0.0,0.0,0.0,11.68590165,1.977608203e-09,C4,0.46,0.13,cpu,0
1.0,2.126041,2.026041,0.0,0.0,0.0,11.68618429,2.344073027e-09,C4,0.46,0.13,cpu,0
1.0,2.151041,2.026041,0.0,0.0,0.0,11.68665112,1.094334359e-09,C4,0.46,0.13,cpu,0
1.0,2.176041,2.026041,0.0,0.0,0.0,11.68730223,1.047258791e-09,C4,0.46,0.13,cpu,0
1.0,2.201041,2.026041,0.0,0.0,0.0,11.68813744,9.843126345e-10,C4,0.46,0.13,cpu,0
1.0,2.226041,2.026041,0.0,0.0,0.0,11.68915618,1.149235444e-09,C4,0.46,0.13,cpu,0
1.0,2.251041,2.026041,0.0,0.0,0.0,11.69035749,1.134494605e-09,C4,0.46,0.13,cpu,0
1.0,2.276041,2.026041,0.0,0.0,0.0,11.69173992,1.096347375e-09,C4,0.46,0.13,cpu,0
1.0,2.301041,2.026041,0.0,0.0,0.0,11.69330154,9.875587731e-10,C4,0.46,0.13,cpu,0
1.0,2.326041,2.026041,0.0,0.0,0.0,11.6950399,1.2709295e-09,C4,0.46,0.13,cpu,0
1.0,2.351041,2.026041,0.0,0.0,0.0,11.69695201,8.522314171e-10,C4,0.46,0.13,cpu,0
1.0,1.451041,2.051041,0.0,0.0,0.0,11.74448403,7.739554634e-10,C4,0.46,0.13,cpu,0
1.0,1.551041,2.051041,0.0,0.0,0.0,11.72426282,8.980951631e-10,C4,0.46,0.13,cpu,0
1.0,1.651041,2.051041,0.0,0.0,0.0,11.70940976,1.692457381e-09,C4,0.46,0.13,cpu,0
1.0,1.751041,2.051041,0.0,0.0,0.0,11.6987506,1.406609239e-09,C4,0.46,0.13,cpu,0
1.0,1.776041,2.051041,0.0,0.0,0.0,11.69663981,1.528897963e-09,C4,0.46,0.13,cpu,0
1.0,1.801041,2.051041,0.0,0.0,0.0,11.69473149,1.159325886e-09,C4,0.46,0.13,cpu,0
1.0,1.826041,2.051041,0.0,0.0,0.0,11.69301863,7.94622046e-10,C4,0.46,0.13,cpu,0
1.0,1.851041,2.051041,0.0,0.0,0.0,11.69149552,1.363840177e-09,C4,0.46,0.13,cpu,0
1.0,1.876041,2.051041,0.0,0.0,0.0,11.69015768,2.437408701e-09,C4,0.46,0.13,cpu,0
1.0,1.901041,2.051041,0.0,0.0,0.0,11.68900167,2.640575825e-09,C4,0.46,0.13,cpu,0
1.0,1.926041,2.051041,0.0,0.0,0.0,11.688025,1.158885219e-09,C4,0.46,0.13,cpu,0
1.0,1.951041,2.051041,0.0,0.0,0.0,11.68722598,1.972730186e-09,C4,0.46,0.13,cpu,0
1.0,1.976041,2.051041,0.0,0.0,0.0,11.68660362,1.567942608e-09,C4,0.46,0.13,cpu,0
1.0,2.001041,2.051041,0.0,0.0,0.0,11.68615742,2.07366675e-09,C4,0.46,0.13,cpu,0
1.0,2.026041,2.051041,0.0,0.0,0.0,11.68588734,1.872819889e-09,C4,0.46,0.13,cpu,0
1.0,2.051041,2.051041,0.0,0.0,0.0,11.68579359,1.889282794e-09,C4,0.46,0.13,cpu,0
1.0,2.076041,2.051041,0.0,0.0,0.0,11.68587657,1.43162359e-09,C4,0.46,0.13,cpu,0
1.0,2.101041,2.051041,0.0,0.0,0.0,11.68613671,9.298781429e-10,C4,0.46,0.13,cpu,0
1.0,2.126041,2.051041,0.0,0.0,0.0,11.68657444,1.10526037e-09,C4,0.46,0.13,cpu,0
1.0,2.151041,2.051041,0.0,0.0,0.0,11.68719,9.94320158e-10,C4,0.46,0.13,cpu,0
1.0,2.176041,2.051041,0.0,0.0,0.0,11.68798347,8.220594955e-10,C4,0.46,0.13,cpu,0
1.0,2.201041,2.051041,0.0,0.0,0.0,11.68895458,1.128742381e-09,C4,0.46,0.13,cpu,0
1.0,2.226041,2.051041,0.0,0.0,0.0,11.69010276,1.51281766e-09,C4,0.46,0.13,cpu,0
1.0,2.251041,2.051041,0.0,0.0,0.0,11.69142699,1.305226898e-09,C4,0.46,0.13,cpu,0
1.0,2.276041,2.051041,0.0,0.0,0.0,11.69292583,8.294267188e-10,C4,0.46,0.13,cpu,0
1.0,2.301041,2.051041,0.0,0.0,0.0,11.69459732,9.551505771e-10,C4,0.46,0.13,cpu,0
1.0,2.326041,2.051041,0.0,0.0,0.0,11.69643901,1.015581561e-09,C4,0.46,0.13,cpu,0
1.0,2.351041,2.051041,0.0,0.0,0.0,11.6984479,8.724752782e-10,C4,0.46,0.13,cpu,0
1.0,2.451041,2.051041,0.0,0.0,0.0,11.70807613,6.257687906e-10,C4,0.46,0.13,cpu,0
1.0,2.551041,2.051041,0.0,0.0,0.0,11.71999674,1.100633083e-09,C4,0.46,0.13,cpu,0
1.0,2.651041,2.051041,0.0,0.0,0.0,11.73376432,5.629770737e-10,C4,0.46,0.13,cpu,0
1.0,1.751041,2.076041,0.0,0.0,0.0,11.69648534,1.418587393e-09,C4,0.46,0.13,cpu,0
1.0,1.776041,2.076041,0.0,0.0,0.0,11.69459318,9.805406935e-10,C4,0.46,0.13,cpu,0
1.0,1.801041,2.076041,0.0,0.0,0.0,11.6929005,1.561332962e-09,C4,0.46,0.13,cpu,0
1.0,1.826041,2.076041,0.0,0.0,0.0,11.69139988,7.466014274e-10,C4,0.46,0.13,cpu,0
1.0,1.851041,2.076041,0.0,0.0,0.0,11.69008521,1.298539444e-09,C4,0.46,0.13,cpu,0
1.0,1.876041,2.076041,0.0,0.0,0.0,11.68895163,8.58393809e-10,C4,0.46,0.13,cpu,0
1.0,1.901041,2.076041,0.0,0.0,0.0,11.68799537,1.265037643e-09,C4,0.46,0.13,cpu,0
1.0,1.926041,2.076041,0.0,0.0,0.0,11.68721365,1.182904045e-09,C4,0.46,0.13,cpu,0
1.0,1.951041,2.076041,0.0,0.0,0.0,11.68660452,1.486715722e-09,C4,0.46,0.13,cpu,0
1.0,1.976041,2.076041,0.0,0.0,0.0,11.68616671,7.611516106e-10,C4,0.46,0.13,cpu,0
1.0,2.001041,2.076041,0.0,0.0,0.0,11.68589957,9.241332882e-10,C4,0.46,0.13,cpu,0
1.0,2.026041,2.076041,0.0,0.0,0.0,11.68580283,2.130216281e-09,C4,0.46,0.13,cpu,0
1.0,2.051041,2.076041,0.0,0.0,0.0,11.68587657,1.56340522e-09,C4,0.46,0.13,cpu,0
1.0,2.076041,2.076041,0.0,0.0,0.0,11.68612104,1.282552203e-09,C4,0.46,0.13,cpu,0
1.0,2.101041,2.076041,0.0,0.0,0.0,11.68653659,1.373476225e-09,C4,0.46,0.13,cpu,0
1.0,2.126041,2.076041,0.0,0.0,0.0,11.68712352,1.054782242e-09,C4,0.46,0.13,cpu,0
1.0,2.151041,2.076041,0.0,0.0,0.0,11.68788203,2.237469667e-09,C4,0.46,0.13,cpu,0
1.0,2.176041,2.076041,0.0,0.0,0.0,11.68881212,1.025486562e-09,C4,0.46,0.13,cpu,0
1.0,2.201041,2.076041,0.0,0.0,0.0,11.6899135,1.261235843e-09,C4,0.46,0.13,cpu,0
1.0,2.226041,2.076041,0.0,0.0,0.0,11.69118554,1.757636264e-09,C4,0.46,0.13,cpu,0
1.0,2.251041,2.076041,0.0,0.0,0.0,11.69262722,8.006023022e-10,C4,0.46,0.13,cpu,0
1.0,2.276041,2.076041,0.0,0.0,0.0,11.69423706,7.024527382e-10,C4,0.46,0.13,cpu,0
1.0,2.301041,2.076041,0.0,0.0,0.0,11.69601311,1.650851979e-09,C4,0.46,0.13,cpu,0
1.0,2.326041,2.076041,0.0,0.0,0.0,11.69795291,1.428339058e-09,C4,0.46,0.13,cpu,0
1.0,2.351041,2.076041,0.0,0.0,0.0,11.70005345,1.381484477e-09,C4,0.46,0.13,cpu,0
1.0,1.751041,2.101041,0.0,0.0,0.0,11.69447323,2.203803387e-09,C4,0.46,0.13,cpu,0
1.0,1.776041,2.101041,0.0,0.0,0.0,11.69279334,8.704537002e-10,C4,0.46,0.13,cpu,0
1.0,1.801041,2.101041,0.0,0.0,0.0,11.69130993,1.37282374e-09,C4,0.46,0.13,cpu,0
1.0,1.826041,2.101041,0.0,0.0,0.0,11.69001515,1.978818492e-09,C4,0.46,0.13,cpu,0
1.0,1.851041,2.101041,0.0,0.0,0.0,11.6889025,1.741974415e-09,C4,0.46,0.13,cpu,0
1.0,1.876041,2.101041,0.0,0.0,0.0,11.68796678,1.510679597e-09,C4,0.46,0.13,cpu,0
1.0,1.901041,2.101041,0.0,0.0,0.0,11.68720389,1.192364809e-09,C4,0.46,0.13,cpu,0
1.0,1.926041,2.101041,0.0,0.0,0.0,11.68661076,1.448052499e-09,C4,0.46,0.13,cpu,0
1.0,1.951041,2.101041,0.0,0.0,0.0,11.68618516,1.500326369e-09,C4,0.46,0.13,cpu,0
1.0,1.976041,2.101041,0.0,0.0,0.0,11.68592562,1.115834076e-09,C4,0.46,0.13,cpu,0
1.0,2.001041,2.101041,0.0,0.0,0.0,11.68583125,1.375180091e-09,C4,0.46,0.13,cpu,0
1.0,2.026041,2.101041,0.0,0.0,0.0,11.68590165,2.261753233e-09,C4,0.46,0.13,cpu,0
1.0,2.051041,2.101041,0.0,0.0,0.0,11.68613671,1.220455087e-09,C4,0.46,0.13,cpu,0
1.0,2.076041,2.101041,0.0,0.0,0.0,11.68653659,1.045198662e-09,C4,0.46,0.13,cpu,0
1.0,2.101041,2.101041,0.0,0.0,0.0,11.6871015,1.089093363e-09,C4,0.46,0.13,cpu,0
1.0,2.126041,2.101041,0.0,0.0,0.0,11.68783168,6.346387016e-10,C4,0.46,0.13,cpu,0
